Product ID,Brand,Model
0a70aeacd4,Lenovo,IdeaPad 3
672fddc5a8,Lenovo,ThinkPad Z16
4b5bcbc54e,Lenovo,IdeaPad Slim
c00e10725c,ASUS,Zenbook S
ed3dc27e61,Dell,Vostro 3400
65b6bb34fd,LENOVO,IDEAPAD 3
3a65de1c2c,HP,Probook 440
846d98498e,Acer,A515-45-R2KO Processor:
b7f5b33749,HP,Laptop 240
ff4f44d731,DELL,"VOSTRO 14""-3430"
c8e3fe49b4,Lenovo,Legion Pro
f95be54976,Dell,Vostro 3520
f107dde7d5,Lenovo,V15 With
d3a3f985b1,Lenovo,V15 Intel
fd4190ca5d,MSI,Note Book
67c3a957a0,Lenovo,IdeaPad 5
0e82942362,HP,Elitebook 830
a4fb03d83c,Dell,Vostro 3400
2d5f4bec48,RYZEN,5 15S
387f4c3ce8,HP,Laptop 15S-EQ2116AU|
c19622ecbe,ASUS,E410M -
7b56f66636,Dell,Inspiron 15
205db8790a,Acer,Nitro V
4b474bf02f,HP,Pavilion Ryzen
4f3381cbef,HP,Laptop 15s-fq5295nia
c8396e9303,Dell,Vostro 3520
2f8c82bc1e,ASPIRE,5 i3
c4ca191c88,Lenovo,Thinkpad X13
8176fe5a8c,Dell,Inspiron 3501
2079a52467,Dell,Vostro 3520
c49b37d755,Acer,Aspire 3
a27127bebd,HP,Pavilion Laptop
f1178537d4,Acer,Aspire 3
5dede64414,Dell,Inspiron 15
1a92727089,Dell,Vostro 3520
ccd5890435,Dell,Vostro 3510
7886fcfb5e,Lenovo,V14 G2
b602359d91,Dell,Latitude 5490
ccbde75682,Lenovo,IdeaPad 3
468be2b6b4,MI,Notebook Pro
c5ccb320ed,Lenovo,Flex 5
bfad7e5aa0,HP,Pavilon 15eg
a8e5944266,ASUS,VIVOBOOK X1502Z
5b6935a88c,Acer,Aspire 5
6ee467a5c4,Lenovo,Flex 7
06a58e9cf0,Lenovo,V15 Ryzen
7b69ed89d2,Acer,Aspire 3
e1f7a77acb,HP,15-ef2126wm Ryzen5-5500U/8GB
a641753920,Acer,Extensa Laptop
14fc55f212,Dell,Inspiron 3511
9f7db5ce9d,Lenovo,Yoga Slim
dd90ac7780,Asus,Exportbook B1402
bdb47b649f,Lenovo,IdeaPad 3
c60269cfab,Lenovo,IP 3
9b3fe03b9d,Acer,Travelmate P2
4b1b310c12,Lenovo,IdeaPad 3i
16efb33809,Asus,Vivobook Tp470
19cb1c95f6,Acer,Aspire 5
92a844d8e1,Acer,Aspire 3
aa6b479a87,Dell,Inspiron 13
904545c27e,Acer,Aspire 5
0f8518c2d0,Lenovo,Flex 7
56c172684d,Acer,Aspire 5
0488e3426f,ASUS,E410M 14-inch
6d061748e2,Asus,Expertbook-B1402CB Intel
56b07568a2,Acer,Aspire 3
32d05974d8,ASUS,Vivo Book
e815dc4551,Acer,Aspire 3
d25bb483ec,Laptop,Acer Aspire5
09c4acf71d,Dell,Inspiron 7405
1f0673a6fb,HP,
4bd7f78298,Lenovo,Legion 5i
4934ba89b7,Asus,Vivobook14-i5-12Gen laptop-8GB-Ram-512GB
fa3a51a7f8,Acer,Aspire 5
fc740e5398,Lenovo,IdeaPad 3
fd216a1591,Acer,Aspire 3
91aa1df31a,Dell,Inspiron 14
a983e87977,Lenovo,Yoga Slim
9f17a355bd,Acer,Aspire 5
c7742205b8,Ryzen,3 4GB128GB
a69c19de5b,HP,14-cf2224nia Intel
34427dbaf1,Dell,Inspiron 3505
0ab7bf9ab9,Dell,Inspiron 15
973fb76022,ACER,NITRO 5
91647f1e04,Lenovo,IdeaPad 3
cb28a66ee5,Dell,Vostro 3520
21cb4dc080,GP66,Leopard 11UE
4601c773ae,Lenovo,Flex 5
3e5b473a1f,HP,Envy x360
022a79f676,Acer,Aspire 3
d3cb2cfff5,Acer,Aspire 5
7aea58af7e,Dell,Vostro 3510
0b993c79d9,Acer,Aspire 3
87c62df521,Dell,Inspiron 16
337107c692,ASUS,VIVOBOOK Z1504Z
10b9a77f2a,Lenovo,V15 Laptop/
6d9e9e8b02,Lenovo,Thinkpad L14
2e6842e22e,Lenovo,ThinkPad E16
beba3c16b4,HP,Notebook 15S
32d6b01b89,Laptop,Acer Aspire
eaa0f1392d,HP,Envy 13
b192cb9d52,Lenovo,Ideapad L340-15API
0a7746ce15,Dell,Vostro 15
c340813294,Acer,TravelMate Spin
fefc4a80e7,HP,Envy x360
2a72f673e4,Acer,Swift 3
a3414b8344,HP,Elitebook 835
11ddd495d5,Acer,Predator Helios
f720f9a00a,HP,15-ef2126wm Ryzen5-5500U/8GB
44ba5914a5,Dell,Vostro 3510
2255f2ac35,Dell,Latitude 3410
916711c9de,HP,EliteBook 845
671f64f39b,Acer,Aspire 5
a2f7a3cbdc,HP,Pavilion x360
429accd3d6,ASUS,TUF Gaming
ed33e745e5,Lenovo,IdeaPad 1
96048bb6f6,Dell,Alienware M15
94e4f8a51b,Acer,Swift 5
607e35dfc7,Dell,Inspiron 7391
97ae2d14f6,HP,Probook 440
083bc38a97,Dell,Inspiron 15
7c663d28de,Dell,Inspiron 3501
85d9651794,HP,15s-du2101TU/ 10th
bb67fc3ce4,MI,Notebook Pro
2a7781175b,Lenovo,Thinkpad L13
ce1971262a,HP,Pavilion Aero
d500bdea6a,HP,Laptop 15S-eq2116Au
e67571d9d5,Lenovo,IdeaPad 1
2db7c8f187,Dell,Vostro 3510
752539d1f9,Acer,Extensa 15
3ca76fec90,Asus,VivoBook 14
1bfca5332f,Acer,Aspire 5/Core
cdb6596d3b,Acer,Aspire 3
3fa441e2ed,HP,15-fq With
b8ecc4813a,Acer,Aspire 3
e6e1213e65,Dell,Latitude 5320
0f839316e6,Acer,Aspire 3
4c92e30d3b,Acer,Aspire 5
42a1842643,Dell,7501 10th
238304af98,Lenovo,LOQ Amd
d9501338e8,Lenovo,IdeaPad Slim
a3d433dddf,Avita,Liber Intel
3e09969cc8,Asus,L510MA-WB04 Celeron
50b7b17a9d,Dell,Inspiron 7405
c5c272f5c9,Acer,Aspire 3
022118e724,Predator,Helios 300
2afc924a24,Asus,VivoBook 14
f6d09c91be,ASUS,ZenBook 13
2a9fac4d7b,xLab,x-Book Series
e8e06ef6dc,Lenovo,IP 1
b6ab9f55a2,Dell,Vostro 3520/Core
3d1587578e,ASUS,Zenbook 14
35ba33da33,Lenovo,IdeaPad 1
53396801ce,Asus,X515 i5
70d90ef58b,Asus,VivoBook S
553c5aa128,Pavilion,X360 i5
678c6c36a5,Dell,Inspiron 3511
7578af569f,HP,14 Core
e69d0e6a46,Dell,Vostro 3400
b7139c2e03,Dell,Inspiron 7506
31d873116e,Lenovo,Yoga 6
8f96235927,Lenovo,IP 3
33bea19e89,Acer,Aspire 3
0d3000c003,Laptop,Acer Aspire5
03ff533cf7,Asus,Expertbook With
84820ef13e,Asus,Zenbook 14X
ea56d0f860,HP,15-EF2126 RYZEN
793762dc67,Toshiba,Terca A40
a0e2d9a436,Dell,XPS 13
9dc3cbdd79,Lenovo,IP1 Ryzen5
b3064d71d9,HP,Envy 14
5fdac4d8ff,HP,ENVY x360
c28e8c9829,Acer,Aspire 5
a954a2989b,Acer,Aspire 5
826a6ceab4,Laptop,Acer Aspire5
08062d208c,Acer,Aspire 5
8570d5ebda,Asus,Vivobook Tp470
e8970b15de,Lenovo,Slim 7
f471b17d31,Acer,Swift 3
553a8542e6,Dell,Vostro 3400
1524a5a7bc,Dell,Precision 5470
edb073c98a,HP,ENVY x360
cec67a896b,Microsoft,Surface Laptop
c762c5bc21,Acer,Swift 3
adacfe7912,Lenovo,2023 Yoga
8c0e81812b,HP,14 Dk1031Dx
a5edfcf5f9,Dell,Vostro 3400
b97034884c,Lenovo,IdeaPad 1
3f0d6fd8f5,ASUS,ZenBook 14X
b1cc692308,Asus,TUF A15
cab6e43e45,Dell,Vostro 3510
1bb1a6eb5d,Acer,Aspire 5
9689a87c1e,Dell,Vostro 3520
fdd250e693,Gateway,(By Acer)
b680a576dd,LENOVO,IDEAPAD 1
1c46fcaa2c,Acer,Aspire 3
b8c6e7fdb0,Dell,Inspiron 3501
43c72e3b66,Dell,XPS 13
5432c4eab1,HP,14-cf2224Nia Intel
328e4690c1,Lenovo,IdeaPad 3
00d9832ab6,HP,Pavilion Laptop
ad14801de9,Dell,Inspiron 3501
c88d9d132f,Asus,Vivobook X515EA/Intel
239023f811,Acer,Aspire 7
fedf4fedf6,Acer,Aspire 5
9fb58dba4d,ASUS,X145E Intel
acf361bbde,Lenovo,ThinkPad Z13
c0a84f6fdf,Dell,Latitude 7420
a9f41ba2f7,Lenovo,Ideapad 3
13c0214f49,HP,14Z Laptop
b930f3dc7a,HP,Pavilion 15-EH1070
d8d9f5cc74,LENOVO,IDEAPAD FLEX
15e96da7f1,HP,Pavilion 15eg
5d7f68c68e,Acer,Aspire 5
d08e4b0664,ACER,Aspire 3
f8a5079f13,Acer,Aspire 3
8848190928,Dell,Vostro 3510
a255b9d130,Dell,Vostro 3520
586b80cc96,Asus,ZenBook 14
003cc5d092,ASUS,Vivobook Go
00e9bfe94c,Dell,G15 5520
43e9296669,HP,14 DK1031DX
60ca499c48,Lenovo,IP 3
80a2f88a28,Asus,Vivobook 14
210a734d07,Lenovo,Ideapad 3
b1c0622df6,HP,15 Dw
6c1a579d1d,Dell,Latitude 3420
baaeb84ee7,Lenovo,IdeaPad 5
423722e93c,Acer,Aspire 5
974fe0901b,Asus,Zenbook 14
d05c9d78e8,HP,Envy x360
757e745f27,Acer,Aspire 3
1eed3ad243,Acer,Aspire 3
76b74cb197,Dell,Vostro 3400
4d46e986b2,Asus,VivoBook 14
bd3fc60511,Asus,ZenBook S13
5434937172,Dell,Latitude 13inch
e88fc381fa,Dell,XPS 13
2f277eca8e,Lenovo,Thinkpad L14
18404319a0,Dell,Inspiron 7430
575af50503,Lenovo,Legion Pro
24c7a37665,GP76,Leopard 11UH
ffd4a74c78,Asus,Vivobook S13
fbb00c44c9,Acer,Aspire A3
08dda856a4,Dell,Inspiron 15
2409d27e10,Dell,tiny |
2f11fd7682,Lenovo,IdeaPad 1
05f1406945,HP,EliteBook 835
f0765bcfaa,Dell,Vostro 3400
7be5c6adf3,Dell,Inspiron 7405
2c2fee778a,Dell,Vostro 3510
58f341ae5b,Acer,Nitro V
0ab18718bf,HP,ZBook Firefly
b24c833f56,Dell,Vostro 3520
ac4a99dc91,Lenovo,ideapad slim
4f742d85fe,Lenovo,IP 1
dbb99eae81,MSI,Modern 14
301735f0b1,Acer,Aspire 3
9842ed3ed9,Asus,ZenBook Flip
e2364939fe,Lenovo,IP1 Ryzen5
9542105828,Lenovo,IP3 Ryzen
4ff7659ea2,Acer,Swift 3
20c8a8a992,Dell,Latitude 3420
6f66cf2260,Lenovo,Flex 5
53ad6cfdb4,Lenovo,V15 With
f771ca4687,HP,15S Intel
8eea7af8e8,Lenovo,Thinkpad L14
3893f4d2e8,Dell,Vostro 3510
4fd43cf97f,Dell,Vostro 3520
6b6f75c60e,Acer,Aspire 5
335ebfc040,HP,14S-fq1052Au AMD
68ecce1588,Acer,Aspire 3
9a8e4564a4,Lenovo,IdeaPad Slim
c3f024069f,Dell,7506 11
9b5808dd2b,Dell,Latitude 5310
2fe81d633f,HP,ProBook 440
f4260b1439,Acer,Swift 3
568228ecb9,Laptop,Acer Aspire5
dc25b075cd,Delta,"15, AMD"
4bd11670aa,Dell,Latitude 7420
1fce4bc065,HP,14-cf2224Nia i5
900e613823,Acer,Swift 3
29219068b0,HP,Envy 13
d3a9855cbc,Lenovo,YOGA 6
2d69bb9601,Asus,TUF Gaming
74e7c02101,GateWay,GWTN156 Ryzen
8f23df8de1,HP,Envy x360
d798152a75,Laptop,Acer Aspire5
fd4051fdd7,Dell,Inspirion 3501
23008b900e,Asus,VivoBook 14
f8e79bcc60,Lenovo,ThinkPad P14S
4396d8d003,ASUS,Zenbook 17
18937ce447,Asus,Vivobook M1603Qa-Mb297W
4b5fa7b4b9,Asus,Vivobook E410Ma
75595cfd20,Dell,Inspiron 5410
720d49fcad,Dell,Alienware M15
6f703e7675,Macbook,Pro 13inch
34d9570a6a,Lenovo,LOQ Gaming
4c8675e9d4,Dell,Inspiron 16
365beaeed2,Lenovo,ThinkPad L14
af017a8858,Dell,Inspiron 14
d569e1b311,Asus,VivoBook X413JA
426fe2b88e,Dell,Inspiron 7490
c3a7c70b94,Lenovo,IdeaPad Flex
1d09cfa875,GP76,Leopard 11UG
5b77d5377d,GP66,Leopard 11UH
9b468f91d0,HP,14- Dq2055Wm
21b21fcea0,Lenovo,ThinkBook G2
d2cdfb4b2b,Lenovo,IdeaPad 3
3d69bb0c35,Asus,VivoBook 15X
573ac64dda,Dell,Inspiron 5310
288706037a,Asus,Vivo Book
a9ae397dbf,DELL,INSPIRON 5510
2ea2db6c09,Laptop,Acer Aspire5
4f0f23903b,Dell,Latitude 3420
938860963a,Lenovo,Slim 7
66326cc08a,Acer,Aspire 5
77f5ea1827,Dell,Inpiron 5406
5e4c345cfb,HP,15-eh1071AURyzen 7
578e9b5407,MSI,Modern 15
7aeca7bc72,Dell,Inspiron 5310
e69f0dc73a,Lenovo,Ideapad 3
af8a0faecc,HP,Spectre X360
3757ee6797,HP,14S-fq1052Au AMD
c840bb03c7,Acer,Aspire 5
c8918c7a49,Acer,Swift 3
9f3984b735,Acer,Aspire 5
3ad57d4ee6,Asus,ZenBook Flip
cbc78bcecd,HP,LAPTOP 14S-DQ2555TU
56c7bc53cc,Asus,Zenbook 14
e18cc4949e,ASUS,VIVOBOOK E1404G
81d9b1b944,Dell,XPS 13
7dde4b3bad,Acer,Swift 3
a204b7f7e3,Acer,Travelmate P2
97b2ddb217,Laptop,Acer Nitro5
9d5ea17237,HP,15-eh1071Auryzen 7
026e0cfef8,Acer,Swift 5
ad55a1495d,Lenovo,Ideapad Slim
ef0a0964f3,Dell,Inspiron 5415
0c4501d7c6,Dell,Inspiron 16
c88ce77349,Asus,TUF Dash
0e663e8167,Dell,Inspiron 5402
efe3c24e07,Lenovo,Thinkpad X13
cdee43e940,Lenovo,LOQ 15IRH8
7111641d1a,Acer,Swift 3
b1109c4c8a,Asus,Zenbook Duo
e869e2160c,Lenovo,ThinkPad P14S
8b01e31cbf,Asus,Vivobook F512J
63645a68d8,HP,Elitebook 840
a5915a7aa4,Lenovo,ThinkBook 13S
4362426415,Dell,Vostro 15
2d5c510b4d,MSI,Summit B15
def5cd1385,Asus,TUF F15
e9fcbde556,Acer,Aspire 3
40068e01c9,Dell,Inspirion 3501
1219ea5fd1,Dell,Inspirion 3501
a7677ee325,Dell,Alienware M15
dfb2269938,ASUS,ZenBook Flip
d866a37955,Asus,Vivobook X515Ea
453de21ac9,Dell,Inspirion 3501
cc2f3b5536,Lenovo,E41-45 AMD
c8ede61334,Dell,Inspiron 3501
4f84a41692,Acer,Swift 3
85808f6c97,Asus,TUF Dash
fc1ceaac48,Dell,Inspiron 5501/
0a87cde85d,Microsoft,Surface 3
987e2e52b7,Acer,Aspire 5
e6f1e81786,Acer,Aspire 5
1104be6b60,Acer,Aspire 5
da31aa7776,Acer,Aspire 5
d8a7c069b2,Acer,Aspire 5
06c482ba04,Lenovo,Ideapad 3
79ae0ead61,Dell,Vostro 3400
a93a08cab6,Lenovo,ThinkBook G3
36e3ad9562,Lenovo,3 With
bfab7a138f,Asus,ZenBook Flip
63072e6f73,Lenovo,5 14ALC05
209bd4c2ea,Dell,Inspirion 3505
b60372850f,Dell,7501 10th
b3c6906b32,Dell,Inspiron 14
7dc9882627,Acer,Swift Go
f37048f83c,Dell,Latitude 3420
8cad8afd51,Asus,VivoBook 14
4916088717,Lenovo,IdeaPad 3
927cab9e9a,Hp,Pavilio Power
6da3381fb1,HP,"14"" Probook"
475ca028d1,Dell,Inspiron 7306
ce9d0bdb83,Dell,Inspiron 7391
eafaed7c06,Lenovo,ThinkBook G3
12e3ee7cda,Asus,Vivobook K513Eq
9959eadc27,ASUS,VIVOBOOK F512J
a374cfb3ba,Asus,ZenBook Q507IQ
ced96c75c1,Acer,Aspire Vero
c46f45e743,Dell,Inspiron 3511
f5bbabe98a,ASUS,ZENBOOK DUO
1b4666b507,Microsoft,Surface 3
8cec5bdbc9,Dell,Latitude 3420
62f070457f,DELL,INSPIRION 5420
2d9d4926e7,Lenovo,IdeaPad Slim
5de29ccb9a,Asus,Vivobook F415Ea
5350a93997,MSI,Modern 14
b6ee6b0720,Asus,R565E With
a6c69e0259,Acer,Aspire 5
c152453809,Lenovo,IdeaPad 3
4f89b2031c,Acer,Swift 3
412e3acb18,Acer,Aspire 5
9f417ae4bf,HP,Envy 13
c0e8bb0f8e,ACER,Aspire 5
be1c0dec79,Lenovo,ideapad Slim
04398e9b84,Dell,Latitude 5330
8527ce0a50,Summit,E13 Flip
d4337d2ccc,Dell,Inspiron 7391
d2022cfa79,Acer,Aspire 5
76cbb33540,Asus,Ga401Q Zephyrus
3c6feb9c9e,Dell,Inspiron G15
05dfcc0df8,Asus,Vivobook X1402Za-Am467W
23b403cbc7,Acer,TravelMate I5
36fd6728a7,Apple,Macbook Air
e2772877b0,Microsoft,Surface 3
0dc0013a0f,Laptop,Acer Nitro5
de8dbba272,Laptop,Acer AN515-56-55JS
ae93bca5b1,Laptop,Acer Nitro5
828702aa64,Laptop,Acer Swift3
2fd6c52829,Asus,Vivobook X413Ja
fdc01ae75d,Asus,Vivobook S435
6d7bb02a8a,HP,15 AMD
9fad31052b,Dell,G5 15
666517c050,Asus,VivoBook Flip
c12e8538ab,Asus,Vivobook Pro
3d0d43f904,Lenovo,IdeaPad Flex
32430023d6,Laptop,Acer Nitro5
8064d38bc6,Laptop,Acer Nitro5
3eccde0ca4,Acer,Swift 3
695f19e6e9,HP,Pavilion Laptop
9498608c3a,Asus,"Vivobook F415Ea-ub51Laptop,"
86b0879f91,Asus,ZenBook 14
b8a45593f6,Dell,G5 2021
3ff0050e6f,Asus,Vivobook 15
35c65e9c26,HP,Laptop 15s
88e8cd8760,Asus,VivoBook S15
97ce529e53,HP,Envy i7/12th
737728a39a,Microsoft,Surface 3
46348ed116,Asus,Vivobook M1503Qa
6716edd9f6,Laptop,Acer Swift5
34e7193b5e,Laptop,Acer Predator
781dc53e4f,Acer,Swift 3
5499d64fd4,Lenovo,IdeaPad 5
1ff593f3c7,Asus,Zenbook Flip
b3a4833ab5,Asus,2023 Zenbook
ed3254f179,Honor,MagicBook X
c35227598d,Asus,VivoBook Flip
1d1f4f4a34,DELL,INSPIRON 5406
0061fb49f2,HP,Pavilion Laptop
55cf949def,Dell,G3 G3500
44ca1bd138,Dell,Latitude 3420
11e03c63e7,Lenovo,IdeaPad Slim
2bef8def7b,Asus,Vivobook Flip
9afe2c1b80,Acer,Aspire 5
0f88b78f4b,Asus,VivoBook 15
34f81b31f4,Dell,Vostro 7500
6ab2059db8,Lenovo,Yoga Slim
c58abec566,Lenovo,IP Gaming
0e7e4f5a67,Laptop,Acer Nitro
c9fd43277d,Laptop,Acer Predator
65e79d1a35,MSI,Modern 14
526da43c9f,Laptop,Acer Predator
1a536b536f,Asus,ROG Zephyrus
d83044a14e,ASUS,Zenbook 14
da4aab22eb,HP,ELITEBOOK 840
2abe4d4320,MSI,GF63 Thin
5e408c70ce,Dell,Vostro 3400
8f924d6427,Asus,TUF F15
cf770e4ca7,Acer,Swift 3
1ab46204b4,HP,"14"" Probook"
bbdaeab3db,MSI,GL65 Leopard
7f8aa62cb5,MSI,GE66 Raider
6e64824541,MSI,Modern 15
7152844f98,Acer,Swift 2021
bf707efa67,Laptop,HP pavilion
5aee20e126,Lenovo,Legion 5
94e4793e52,Acer,Aspire 5
a97aa91fa7,Acer,Swift 3
8e6e73daf3,HP,15 AMD
100249eb17,Acer,Aspire 5
93a52fc88d,ASUS,ZENBOOK 14
59c8f569d2,Asus,Vivobook K513Ea
30aec78dcd,Asus,Vivobook X1502Za-E8593W
798d26c2fa,MSI,Modern 14
aa2f667ec5,Dell,Inspiron 5406
85c12f66b5,Asus,VivoBook Flip
e8bd6c200f,Asus,VivoBook E410MA
84c1d7a2a9,Asus,L510M Ultra
77385ed63f,ASUS,TUF Gaming
dbb1ac2190,Msi,Summit E16
b097bfe5e0,Dell,Latitude 3420
f7667695e7,Honor,Magicbook X
2672a8daf8,Dell,Inspiron 3511
6171544cfb,Acer,Aspire 3
3c72df5172,MSI,Summit E16
7b0703dcfb,Asus,Zenbook Duo
9c62bce908,Asus,TUF F15
3915d89767,ASUS,Vivobook 15
8da49908cf,Acer,Aspire 5
c644f762ad,Acer,Swift 3
05e3ba6561,Acer,Aspire 5
f6b2b371b8,Acer,Aspire 5
38b14a52a6,Asus,ROG Strix
c1607a6dbc,Asus,Vivobook Pro
fe1d611f94,Asus,Vivobook X415Ep-Eb296W
9592a48f13,Acer,Swift 3
905ca481bb,Dell,Inspiron 5406
814617290e,Asus,Zenbook 14
5987b55cff,ASUS,ZenBook 14X
3f34f31dda,Asus,Zenbook 14
3100104426,Acer,swift3-42-R8R5 AMD
381a7794a7,Acer,Aspire Vero
7230806362,MSI,Modern 14
15ebdefe83,Dell,G5 15
ed12d576c0,Acer,Swift X/14″
02ef918357,Asus,Vivobook Pro
284bb854fc,Asus,Vivobook X1402Za-Eb474W
866b55eaaf,Lenovo,Ideapad 5
09029aecf9,Dell,Inspiron 5400
629a322c16,Laptop,Acer Predator
dbabd93a52,Dell,Vostro 3510
8a6fd99fa1,Asus,M513U Vivobook
d73c189340,Dell,Inspiron 7400
1987376b87,Asus,Vivobook Flip
2cb3f1ad67,Asus,2023 Zenbook
f14332287d,MSI,GP66 Leopard
3a57f00a0f,Dell,Inspiron 5410
e684c28efa,Dell,Vostro 3510
d2698929c4,Razer,"Blade 15,"
1a1085be33,Asus,Zenbook Ux425Ea-Ki440W
90bc923b7e,Asus,Vivobook M1503Qa-L1005W
93b6d05f68,Acer,Aspire Fun
65a15765b4,MSI,Stealth 15M
9a639b287f,Lenovo,IdeaPad Flex
43834df971,Dell,Inspiron 7300
e894f6510a,MSI,Modern B11M
eda5c09fcc,Dell,Inspiron 3511
c05bf7bd47,Asus,ROG Strix
703921b3c9,ASUS,"M513U Vivobook,15.6"
7ae4229067,Laptop,Acer Nitro5
dfb37652ea,Dell,G5 2021
3f6473cdaf,Acer,Nitro V15
db870c3559,HP,Laptop 15S
064394ad35,Dell,Latitude 3420
137b51817a,Asus,G512L Rog
cb42e0f1a0,HP,Omen 15
ed0598f77e,Dell,Latitude 7370
484da62d48,MSI,Gf 65
beafac56c6,Lenovo,ThinkPad P14
e4d8f49249,Asus,13Th Gen
8c9cac92eb,Asus,2023 Zenbook
acbb017d06,MSI,GS66 Stealth
d9bda91d47,MSI,GE76 Raider
129dd45ad9,Dell,XPS 13
6152375969,Asus,Vivobook X1503Za-L1438W
4c70f37d31,Asus,ROG Strix
a746fc9aae,Asus,VivoBook 15
1509607ca7,Asus,Zenbook Q408Ug
ad95eb0b54,MSI,GF63 9SCSR
b6b209407a,Dell,XPS 13
58058a9832,Asus,ROG Strix
f9c624d547,Dell,XPS 13
44918ce637,Asus,Zenbook 14
c19712ef90,MSI,Creator 15
cf7a100c94,Lenovo,LOQ 15IRH8
d014c0b5a6,Laptop,Acer Nitro5
8007e471bc,Asus,2023 Zenbook
22b1dbcf6a,Asus,TUF F15
0f82b9a19e,Asus,Vivobook Pro
5eb947cbce,Dell,Inspiron 14
68e7f09d88,HP,"14"" ProBook"
ad0ec3bd89,Asus,ZenBook 14
2890f821c1,Acer,Nitro V
22e9bc3816,Laptop,Acer Nitro5
7849714017,Acer,Nitro 16
9704c312a8,Asus,Zephyrus G14
ef1e477d39,Acer,Nitro 5
e014670064,Asus,ROG Strix
5ee7a7f91c,MSI,GL65 9SDK
84994d62ab,Dell,"Precision 3430-SFF,"
29f571fe6d,Asus,ROG Zephyrus
fc32dfa5af,Acer,Aspire 5
50a71e0a1c,Lenovo,LOQ 15
c0cba2f3d3,Acer,Nitro V
5b75876e5a,Acer,Nitro V
11ff3e51c1,Lenovo,IdeaPad Gaming
a8e68712ea,Asus,E410M /
2a4805cfbe,Nova,Pro(16/512) |
ebc0eec314,HP,VICTUS 15
1790dc871a,Acer,Predator Helios
8d812968ec,Asus,Tuf Gaming
217fab8a83,Acer,Nitro V
1b424b388c,Asus,Vivobook Pro
53535200b1,Asus,ROG STRIX
575a67fe8b,HP,VICTUS 15
68c8f6ac64,Dell,Wyse 5740
14b6c42c1d,HP,Laptop 15s
ebcf60de9f,Acer,Nitro 5
12afcb851b,HP,NoteBook 14-CF3065TU
01c16ccdf0,ACER,NITRO 5
1dedd2387e,Acer,Predator Helios
adaf913218,Acer,Nitro V
accb5128ab,Lenovo,LOQ I5
08eb543d8c,Acer,Nitro 5
2f60ad0089,Asus,ROG Strix
ea682b2955,MSI,Katana GF66
a835a65298,Acer,Nitro 5
a3a76149fc,Apple,Macbook Air
15dd6d2987,LENOVO,LOQ 15IRH8
4ee36c4f81,Lenovo,IdeaPad 3
58090d05cd,Acer,Nitro 5
58bcb50de2,GF63,"Thin 10SC,"
c131a75970,MSI,Thin GF63
0bce28d732,HP,Victus 15.6
202b1c74c7,Acer,Predator Helios
f13c51e540,Acer,Predator Helios
384ef6809a,Asus,ROG Strix
eb742beb80,Dell,G5 2021
c911352c8a,Acer,Nitro V
b27cd4ff90,ACER,NITRO V15
2439fdc99b,HP,Omen Gaming
b3e0483ba5,HP,Victus Intel
a1757761fb,Lenovo,LOQ Gaming
1a485afe46,Asus,TUF A15
70fde28fb8,Acer,Nitro V15
b49b8f4260,HP,Victus 16
d1031007e4,Acer,Nitro 5
5c9ee48918,Acer,Nitro 5
b36db51f5b,Lenovo,IdeaPad 3
c86b3eaf6f,Acer,Nitro 5
b6c6300b5d,Lenovo,LOQ i5
851ece84ee,Asus,TUF A15
383635578c,MSI,Thin GF63
a06e41db07,Acer,Nitro V15
7a0baefc0e,Asus,TUF F15
07e7f98277,Acer,Nitro 5
21eea4f5eb,Acer,Nitro 5
ebb923f57c,MSI,Modern 15
0dbd14356f,MSI,Modern 15
1f0a3f6678,ASUS,TUF Gaming
b0d76ca874,HP,Victus 15
e39bbf4bbd,Acer,Nitro 5
1f6cfb53e5,Lenovo,LOQ 15APH8
d0c3b693ad,HP,Victus 15
117277779e,MSI,Katana GF66
437ddf6653,Lenovo,LOQ Gaming
3d353334ac,Nitro,5 (AN515-58-559W)
4f929573ce,Acer,Nitro V
396ffebcbc,Acer,Aspire 7
54536f3a3f,Asus,Tuf Gaming
8441441f62,HP,Victus 15
d32d2f5bc9,Dell,G15 5520
60c560d4b4,Lenovo,LOQ Intel
9115b1b291,HP,OMEN 15
28267ed5d7,Asus,TUF F15
df8d881402,MSI,Modern 14
b2d3090fde,Lenovo,LOQ I5
0a8898f8ff,Acer,Nitro V
e248db0f45,MSI,Leopard GP66
c6df0081ec,MSI,Katana 15
adcfc1ddd8,Acer,Nitro V15
22ee8e38d6,Acer,Nitro 5
600f0a8e92,LEVEL51,GG Gaming
ebcfb7f49a,MSI,Modern 15
00e1edb5a9,ASUS,TUF Gaming
7541fa278c,Dell,G5 2021
ccce4ac1eb,Acer,Predator Helios
b7f73e6a08,Acer,Nitro 5
54a0245f10,Asus,ROG ZEPHYRUS
9fa6e9d358,MSI,Modern 14
4618f2a024,AMD,Ryzen™ 7
a2e42302cd,Acer,Aspire 5
1761a31243,ASUS,ROG Strix
190690c395,Acer,Aspire 3
859f22d2f5,HP,Victus 15
2d9c92ac94,Lenovo,IdeaPad 5
72803a625c,ASUS,ROG Zephyrus
2a12bb08cb,Acer,Aspire 5
36f066f337,HP,Victus 16
b5a3af4eb7,MSI,GF63 Thin
d96d4b5594,HP,Victus 15
bf346e613d,Acer,Predator Helios
604637a2de,GF63,Thin 11UC
